City name;City name (CDP);City name (carbonn);City name (PKU);City name (GEA);City name (UITP);City name (WB);Definition (CDP);Definition (carbonn);Definition (WB);Study year (WB);Reporting year (CDP);Scope-1 GHG emissions [tCO2 or tCO2-eq];Scope-1 source dataset;Scope-1 GHG emissions units;Year of emission;Emissions protocol;Gases included (CDP);Methodology details (CDP);Increase/Decrease from last year (CDP);Reason for increase/decrease in emissions (CDP);Scope-2 (CDP) [tCO2-eq];Total emissions (CDP) [tCO2-eq];CDP2016 data edited (CDP);Emissions Quality Flag (CDP);S1 lower bound [tCO2] (CDP);S1 upper bound [tCO2] (CDP);S1 mean (CDP) [tCO2];TOT lower bound [tCO2] (CDP);TOT upper bound [tCO2] (CDP);TOT mean (CDP) [tCO2];Scope fraction (CDP);CO2 emissions per capita (PKU) [tCO2/capita];City location (CDP) [degrees];Coordinate source (others);Country;Region;Population (CDP);Population year (CDP);Population (carbonn);Population year (carbonn);Urban population (PKU);Population (GEA);Population (UITP);Population (WB);Population year (WB);Population (others);Population year (others);Population source (others);Population 1950 (WB);Population 1990 (WB);Population 2010 (WB);Population growth rate 1950-2010 (WB) [people/60years];Population growth rate 1990-2010 (WB) [people/20years];Ancillary from GEA+;City area (CDP) [km2];City area (GEA) [km2];City area (WB) [km2];Built-up area (PKU) [km2];City area (others) [km2];City area source year (others);City area source (others);Population density (GEA) [people/km2];Population density (UITP) [people/km2];Population density (WB) [people/km2];Population/sqrt(area) (GEA) [people/km];Population/sqrt(area) (WB) [people/km];Average altitude [m];Average annual temperature (CDP) [degrees Celsius];Weather station ID (GEA+);CDD 23C (GEA+) [degrees C × days];HDD 15.5C (GEA+) [degrees C × days];HDD 15.5C (clim) [degrees C × days];CDD 23C (clim) [degrees C × days];GDP (CDP) [multiple units];GDP unit (CDP);GDP year (CDP);GDP source (CDP);GDP (carbonn) [multiple units];nGDP (carbonn) [multiple units];GDP unit (carbonn);GDP year (carbonn);GDP (PKU) [10000 RMB];Income per capita (PKU) [RMB/capita];GDP-PPP (others) [$BN];GDP-PPP/capita (others) [USD/capita];GDP-PPP source (others);GDP-PPP year (others);nGDP (others) [$BN];nGDP/capita (others) [USD/capita];nGDP source (others);nGDP year (others);GDP-PPP/capita (GEA) [USD/year];GDP-PPP/capita (UITP) [USD/year];GDP-PPP/capita (WB) [USD/year];Total final consumption per capita (GEA) [GJ/capita/yr];Energy per capita CO2 (WB) [tCO2-eq/capita/yr];Diesel price (GEA+) [USD/liter];Gasoline price (GEA+) [USD/liter];Center of commerce index (GEA+) [dimensionless];Household size (GEA+) [people/household];Household size year (GEA+);Household source (GEA+);Household size comment (GEA+);Urbanization ratio (GEA+) [percent];Water bounded (GEA+);Other bounded (GEA+);Mean one-way travel time (others) [minutes];Mean one-way travel time year (others);Mean one-way travel time source (others);Diesel price 2014 (others) [USD/liter];Gasoline price 2014 (others) [USD/liter];Household size (others) [people/household];Household size year (others);Household size source (others);Household size comment (others);Congestion rank (INRIX) [dimensionless];Peak hours spent in congestion (INRIX) [hours];INRIX congestion index (INRIX) [dimensionless];Average congestion rate (INRIX) [percent];Congestion rank (TomTom) [dimensionless];Congestion level (TomTom) [× 100 percent];Congestion change (TomTom) [× 100 percent];Morning peak (TomTom) [percent];Evening peak (TomTom) [percent];Economy (IESE) [dimensionless];Environment (IESE) [dimensionless];Governance (IESE) [dimensionless];Human capital (IESE) [dimensionless];International impact (IESE) [dimensionless];Mobility and transportation (IESE) [dimensionless];Public management (IESE) [dimensionless];Social cohesion (IESE) [dimensionless];Technology (IESE) [dimensionless];Urban planning (IESE) [dimensionless];CIMI (IESE) [dimensionless];CIMI ranking (IESE) [dimensionless];CIMI performance (IESE) [dimensionless];Urban area name (UEX);Low BUA - 1990 (UEX) [km2];Low BUA - 2000 (UEX) [km2];Low BUA - 2014 (UEX) [km2];High BUA - 1990 (UEX) [km2];High BUA - 2000 (UEX) [km2];High BUA - 2014 (UEX) [km2];Low BUA % - 1990 (UEX) [percent];Low BUA % - 2000 (UEX) [percent];Low BUA % - 2014 (UEX) [percent];High BUA % - 1990 (UEX) [percent];High BUA % - 2000 (UEX) [percent];High BUA % - 2014 (UEX) [percent];Low BUA population density - 1990 (UEX) [people/km2];High BUA population density - 1990 (UEX) [people/km2];Low BUA population density - 2000 (UEX) [people/km2];High BUA population density - 2000 (UEX) [people/km2];Low BUA population density - 2014 (UEX) [people/km2];High BUA population density - 2014 (UEX) [people/km2];Exports (others) [m3];Production (others) [m3];Natgas Export/Production ratio (others);CH4_waste/capita (others) [tCH4/capita];CH4_waste+natgas/capita (others) [tCH4/capita];Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita];Year from CIA (others);AQF (CDP/GEA);AQF (CDP/WB);AQF (CDP/OTHERS);AQF (PKU/GEA);AQF (PKU/WB);AQF (PKU/OTHERS);PQF (CDP);PQF (carbonn);PQF (WB);PQF (WB2010);PQF (OTHERS);HQF (GEA+);HQF (OTHERS)
Barcelona;;Municipality of Barcelona;;Barcelona;;Barcelona;;Municipality;City;2006.0;;3595726.0;carbonn;tCO2-eq;2012;Community - GPC;;;;;;;;;;;;;;;;;;carbonn;Spain;Europe;;;1611822.0;2013.0;;1605602.0;;1605602.0;2006.0;1604555.0;2015;Wikipedia;1809000.0;4101000.0;5488000.0;1.018668614458355;1.014673262903544;1.0;;101.9;109.1;;101.4;2015;Wikipedia;15756.643768400392;;14716.791934005501;159056.2754116643;153718.28311174663;;;LEBL;142.0;825.0;606;80;;;;;60540000000.0;91314193646.64859;EUR;2012;;;171.032;36157.0;[1];2014;195.0;36011.08033240997;[3], [19];2010;29076.722671203745;;29076.722671203745;65.71972011396437;2.3;1.28;1.23;50.9;2.5;2004.0;http://www.urbanaudit.org;;76.70100000000002;1.0;;;;;1.55;1.63;2.4;2014;http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en;;124.0;34.0;6.6;11.7%;68;0.31;0.03;51%;52%;77.0;84.0;35.0;39.0;4.0;26.0;67.0;72.0;64.0;43.0;74.1;35.0;RA;Barcelona Urban Area;264.0;262.375;265.1875;539.6875;570.5;589.8125;0.32848588537211304;0.315023262794536;0.31016081871345;0.671514114627887;0.684976737205463;0.68983918128655;987.0246591726519;7287.9087624514295;484.11340918563;6670.963399036221;502.985427304737;7338.758434265341;;;;;;;;;;;;;;;1.0;0.0;1.0;1.0;1.0;1.0
Palmas;Prefeitura de Palmas;;;;;;A metropolitan area;;;;2016;589055.31;CDP;tCO2-eq;2013;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O;HFCs";O diagnóstico qualitativo das informações complementa a avaliação quantitativa.;This is our first year of calculation;;36336.28;625391.59;;A;460926.504119036;473591.4144340273;467258.9592765317;497262.78411903593;509927.6944340272;503595.23927653156;1.0;;-10.249091,-48.324286;https://en.wikipedia.org/wiki/Palmas,_Tocantins;Brazil;Latin America & Caribbean;272726.0;2015.0;;;;;;;;265090.0;2014;https://en.wikipedia.org/wiki/Palmas,_Tocantins;;;;;;;;;;;2218.93;;https://en.wikipedia.org/wiki/Palmas,_Tocantins;;;;;;;;;;;0;339;899887.0;BRL     Brazilian Real;2016;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;1.02;1.27;3.297529084581899;2010;http://cod.ibge.gov.br/AVCV   (population est 2016 279.856) 2010 census;;377.0;20.0;4.9;12.6%;;;;;;;;;;;;;;;;;;;Prefeitura de Palmas Urban Area;18.75;23.5;27.875;14.4375;18.4375;19.625;0.5649717514124291;0.560357675111772;0.586842105263157;0.43502824858757105;0.439642324888227;0.41315789473684206;888.703165693609;3389.8597425393;1359.00313318299;2570.32823097746;2764.4454817063597;4921.919667286479;11700000000.0;17030000000.0;0.6900000000000001;0.015120342600000001;0.0204194776;0.0167788505;;;;;;;;1.0;;;;1.0;;1.0
Handan;;;Handan;;;;;;;;;3005643.73272;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.754109514077;;wikipedia;China;East Asia;;;;;3985686.0;;;;;941427.0;;wikipedia, urban values;;;;;;;;;;148.1;142.0;;(urban), from wikipedia;;;;;;;;;;;1940;378;;;;;;;;;5444810.0;36975.23;;;;2008;9.0;6642.06642066;[19];;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Handan Urban Area;114.5625;138.4375;154.875;204.125;243.0625;312.5625;0.35948225142184703;0.36287680209698603;0.331327717609306;0.640517748578152;0.6371231979030141;0.6686722823906941;843.047517384609;8124.3199054034485;569.434422852377;5476.852672691671;415.3246909179089;4839.03260859669;;;;;;;;;;;;;1.0;;;;;;;
Seattle;City of Seattle;;;Seattle;;Seattle;Administrative boundary of a local government;;City;2005.0;2016;5150000.0;CDP;tCO2-eq;2012;U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI);"CO2;CH4;SF6";Please see detailed source notes throughout the inventory document.;Decreased;The total amount of GHGs emitted from the core emissions sources has declined 6% between 2008 and 2014,from 3.7 to 3.5 million metric tons of CO2-equivalent (CO2e).  However,Seattle’s population grew by 13% in the same period resulting in a per person decline in emissions of 17%. Road transportation has been the largest category of emissions since 1990. Total emissions in this sector increased between 1990 and 2008,however,they have been decreasing since 2008. Advances in vehicle technology,plus a trend towards fewer vehicle miles travelled per person,have led both to decreased absolute emissions from road transportation (down 2% since 2008) and decreased emissions per person (down 13% during this period). Between 2008 and 2014,building-related emissions declined as a result of lower overall building energy use,particularly for residential buildings,due to energy efficiency,more multi-family living,and especially by warmer weather that reduced winter heating needs. This decline,though modest,is more impressive considering Seattle’s population and economy have grown considerably since 1990.  On a per resident basis,Seattle’s emissions declined  22% per since 1990 and 6% since 2008. A number of factors led to emissions decreases that counteracted the effect of population and economic growth,especially (as already noted) the decrease in carbon intensity of Seattle City Light’s electricity,more efficient cars and trucks,and building efficiency (including smaller dwellings) and fuel switching.  Increased efficiency of air travel also contributed to a decrease in GHG emissions.;72000.0;5222000.0;S1 derived from TOT - S2 in CDP2016 dataset;C;4488519.76518656;4821733.44661376;4655126.60590016;4560519.76518656;4893733.44661376;4727126.60590016;1.0;;47.6062095,-122.3320708;https://en.wikipedia.org/wiki/Seattle;USA;North America;662400.0;2015.0;;;;405147.2068879;;575732.0;2005.0;704352.0;2016;https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216;795000.0;2206000.0;3298000.0;1.023995524983453;1.02031026780621;1.0;3692.0;;369.2;;217.40376060000003;2010;https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216;2858.0;;1559.404117009751;;29963.291726615385;15.0;11.0;KBFI;42.0;1917.0;1690;7;300827000000.0;USD     US Dollar;2014;US Dept Commerce for Seattle-Tacoma-Bellevue region;;;;;;;267.473;73012.0;[1];2014;211.0;61177.15279791245;[3], [19];;62472.08565881372;;62472.08565881372;154.19601714321846;13.5;0.78;0.56;;2.49;2010.0;http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table;;80.73100000000002;1.0;;27.6;2013;TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf);0.97;0.86;2.12;2011-2015;https://www.census.gov/quickfacts/fact/table/seattlecitywashington/PST045216;;23.0;55.0;9.6;12.6%;53;0.34;0.03;54%;77%;;;;;;;;;;;;;;City of Seattle Urban Area;785.4375;792.625;784.0625;1599.4375;1721.5;1798.4375;0.329341160438178;0.31526873166608704;0.30360600193610804;0.670658839561822;0.6847312683339131;0.696393998063892;449.34087352408;849.743879024752;247.83981794282602;1431.71096497202;239.17352416345798;1648.19361516203;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;0.0;0.0;;;;1.0;;0.0;1.0;1.0;1.0;1.0
Udine;Comune di Udine;;;;;;Administrative boundary of a local government;;;;2016;438005.0;CDP;tCO2;2013;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);CO2;;Stayed the same;respect to the baseline of 2006 the GHG emissions decreased of 4% in 2013;175583.0;613588.0;;A;;;;;;;1.0;;46.0667,13.2333;https://en.wikipedia.org/wiki/Udine;Italy;Europe;99528.0;2013.0;;;;;;;;100514.0;2012;https://en.wikipedia.org/wiki/Udine;;;;;;;56.0;;;;56.0;;https://en.wikipedia.org/wiki/Udine;;;;;;113.0;13.0;;;;1605;69;;;;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;2.01;2.14;2.0;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;1004.0;5.0;1.1;2.8%;;;;;;;;;;;;;;;;;;;Comune di Udine Urban Area;35.5;38.125;41.75;60.0;64.0625;68.8125;0.37172774869109904;0.373088685015291;0.37761447145279803;0.6282722513089011;0.62691131498471;0.6223855285472021;370.25068575662203;4911.19129246257;220.918793339539;2077.58927692692;220.782223961567;2074.82326948978;68000000.0;7800000000.0;0.01;0.011383130900000002;0.015145862400000001;0.015113059100000001;;;;1.0;;;;1.0;;;;1.0;;1.0
San Luis Potosí;Ayuntamiento de San Luis Potosí;;;;;;A metropolitan area;;;;2016;1096122.89;CDP;tCO2-eq;2015;2006 IPCC Guidelines for National Greenhouse Gas Inventories;"CO2;CH4;N2O";the IPCC methodology was followed , implementing all the criteria therein following the classification.;Increased;Because in recent years the city has seen a high degree of interest of foreign companies for the installation of new industrial plants,thus the demand for jobs and resources increases,having a greater number of companies,workers they need transportation that is often itself.;224507.1;1320629.99;;A;695516.8591818234;914221.1867669768;804869.0229744002;920023.9591818237;1138728.2867669768;1029376.1229744002;1.0;;22.173333,-100.97005;https://en.wikipedia.org/wiki/San_Luis_Potosí_City;Mexico;Latin America & Caribbean;824229.0;2015.0;;;;;;;;824229.0;2015;(estimate) Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/mexico-admin.php?adm2id=24028 estimate;;;;;;;1482.0;;;;1471.71;2015;Thomas Brinkhoff: City Population, http://www.citypopulation.de/php/mexico-admin.php?adm2id=24028;;;;;;1998.0;21.0;;;;31;2387;183992.0;MXN     Mexican Peso;2015;INEGI;;;;;;;;;;2008;16.63222;13178.64947569763;[24];2013;;;;;;;;;;;;;;;;;;;1.02;1.03;3.8;2016;INEGI, http://www.beta.inegi.org.mx/app/areasgeograficas/?ag=24#;;467.0;16.0;3.5;6.9%;;;;;;;;;;;;;;;;;;;Ayuntamiento de San Luis Potosí Urban Area;64.5625;69.8125;70.5625;98.8125;117.4375;146.5625;0.395179801071155;0.37283044058745;0.32498560736902704;0.6048201989288451;0.62716955941255;0.6750143926309731;1333.52508470476;10218.4421256284;1347.8223434627698;7189.1161688066695;789.269791315872;7528.631440032371;2973000000.0;7800000000.0;0.38;0.007881898600000001;0.023195197400000003;0.0173584747;;;;1.0;;;;1.0;;;;1.0;;1.0
Shenyang;;;Shenyang;Shenyang;;;;;;;;12745308.0;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;2.04;;wikipedia;China;East Asia;;;;;6247700.0;7035600.0;;;;6255921.0;;wikipedia, urban values;;;;;;1.0;;12942.0;;591.0;3464.0;;(urban), from wikipedia;543.6254056560037;;;61844.40883405207;;;;ZYYY;198.0;3642.0;3671;73;;;;;;;;;41849101.0;42649.95;0.00204;;[1];2014;64.3;10511.6887363;[3], [19];;10380.615259849752;;;107.24381083876531;;1.01;0.99;;3.14;2003;http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf;"For ""Liaoning""";42.522;0.0;River, Mountains;;;;1.09;1.17;;;;;;;;;32;0.39;0.02;60%;73%;139.0;178.0;137.0;147.0;137.0;111.0;172.0;143.0;36.0;129.0;42.7;162.0;B;Shenyang Urban Area;497.6875;541.4375;612.6875;778.5625;873.5625;1179.75;0.389960822722821;0.38264134275618406;0.341818055022839;0.610039177277178;0.617358657243816;0.6581819449771611;1593.8839074455;6975.4203655262;886.041865755634;7372.01408337213;599.6544359006908;6155.90278915794;;;;;;;;;;;0.0;;0.0;;;;;;1.0;
Richmond, VA;City of Richmond, VA;;;;;;Administrative boundary of a local government;;;;2016;1470127.0;CDP;tCO2;2013;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);CO2;Collected data over a 1 year period with the help of many City departments as well as private utility company.;Decreased;increases in efficiency,increased usage of natural gas;1682371.0;3152498.0;;A;;;;;;;1.0;;37.540725,-77.436048;https://en.wikipedia.org/wiki/Richmond,_Virginia;USA;North America;217853.0;2014.0;;;;;;;;223170.0;2016;https://www.census.gov/quickfacts/fact/table/richmondcityvirginia/PST045216;;;;;;;162.0;;;;154.90730190000002;2010;https://www.census.gov/quickfacts/fact/table/richmondcityvirginia/PST045216;;;;;;49.0;15.0;;;;186;135;70491000000.0;;2014;http://www.bea.gov/itable/iTable.cfm?ReqID=70&step=1#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=40060&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels (this is metro area and not city specific);;;;;;;71.589;56933.0;[1];2014;68.0;53882.725832012686;[19];;;;;;;;;;;;;;;;;21.9;(2011-2015);;0.97;0.86;2.33;2011-2015;https://www.census.gov/quickfacts/fact/table/richmondcityvirginia/PST045216;;701.0;11.0;2.2;4.0%;184;0.11;0.01;17%;25%;;;;;;;;;;;;;;City of Richmond, VA Urban Area;235.625;237.6875;232.75;316.75;355.3125;395.4375;0.42656709662819603;0.400822091062395;0.37051039697542504;0.5734329033718041;0.599177908937604;0.629489603024575;647.237947466262;1219.8518698642;422.55265060927695;1186.94090922904;449.005513283322;1304.36902138503;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Linyi;;;Lingyi;;;;;;;;;5723315.622;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;1.2654;;wikipedia;China;East Asia;;;;;4522930.0;;;;;2303648.0;;wikipedia, urban values;;;;;;;;;;345.5;2293.3;;(urban), from wikipedia;;;;;;;;;;;1991;231;;;;;;;;;9057300.0;35454.96;;;;2008;;;;;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Linyi Urban Area;358.9375;397.75;459.1875;322.75;448.5;765.0;0.5265425873292381;0.47001477104874406;0.37509572675754205;0.473457412670762;0.529985228951256;0.624904273242457;1049.92586492241;5852.55476120505;634.589299616435;5004.97450533626;375.018670786294;3027.88897090987;;;;;;;;;;;;;0.0;;;;;;;
Chongqing;;;Chongqing;Chongqing;;;;;;;;9485242.8;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.88;;wikipedia;China;East Asia;;;;;10778684.999999998;6362501.0;;;;8165500.0;;wikipedia, urban values;;;;;;1.0;;;;452.3;472.8;;(urban), from wikipedia;3145.0;;;;;;;ZUCK;543.0;885.0;1016;400;;;;;;;;;58506100.0;37288.31;0.0008800000000000001;;[1];2014;88.6;5645.82935067;[3], [19];;5500.9814536767835;;;144.3551610600925;;1.01;0.99;33.13;3.35;2003.0;http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf;;42.522;0.0;River;;;;1.09;1.17;;;;;;;;;4;0.52;0.14;90%;94%;143.0;176.0;109.0;162.0;81.0;119.0;174.0;143.0;56.0;93.0;44.33;157.0;B;Chongqing Urban Area;374.5625;415.9375;412.1875;421.6875;474.125;730.9375;0.47040816326530605;0.46731268871568;0.36057955166757705;0.529591836734693;0.53268731128432;0.6394204483324221;834.318634606627;6044.5585117008995;1407.1849647018698;12715.327441444098;640.508430258192;7714.278715460991;;;;;;;;;;;;;1.0;;;;;;1.0;
Manchester;Greater Manchester;;;Manchester;Manchester;;A metropolitan area;;;;2016;9587290.0;CDP;tCO2-eq;2013;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O;HFCs;PFCs;SF6;NF3";A GPC Compliant dataset has been established for Greater Manchester, including primary data from 2013. This work has been undertaken by Anthesis, who also support the World Resources Institute in the development of Carbon Reduction and emissions reporting and trajectory methodologies and reporting tools.;Decreased;Emissions decreased from is 18.4 to 18 million tonnes between 2012 and 2013. This represents a change from our 2015 GHG emissions tonnage figure.  This is due to inclusion of scope 3 emissions included in the Basic/Basic+ element of the inventory which GM commissioned which is now compliant with  the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC),(WRI,C40 and ICLEI).  Previous submissions to CDP only included scope 1 and 2 emissions which drew directly from the national government DECC Local and Regional CO2 Emissions Estimates for 2005-2012 which used similar but not identical methodologies. This is part of a longer trend of decreasing emissions,punctuated with occasional increase years. Primary factors which determine the performance are the use of coal in any one year for grid electricity generation,and weather conditions during spring and autumn,where an extended heating season can occur if these are cold. A decline in total energy consumption is the most significant long term trend factor,due to the uptake of more energy efficient appliances,home adaptations,goods,services and transport;5302028.0;14889318.0;S1 derived from TOT - S2 in CDP2016 dataset;C;7730420.1820808;8184704.3358448;7957562.258962799;13032448.1820808;13486732.3358448;13259590.258962799;1.0;;53.4575955,-2.1578377;https://en.wikipedia.org/wiki/Manchester;United Kingdom;Europe;2762000.0;2014.0;;;;2553300.0;2578300.0;;;2547700.0;2001;(Greater Manchester) https://en.wikipedia.org/wiki/Demography_of_Greater_Manchester (census);;;;;;1.0;1277.0;;;;1280.0;;(Greater Manchester Larger Urban Zone) https://en.wikipedia.org/wiki/Demography_of_Greater_Manchester;2001.018809;5157.0;;;;250.0;9.5;EGCC;2.0;2227.0;2020;0;87773000000.0;;2013;UK ONS (using 1.56 USD/GBP) Figures provided is a GVA not GDP figure;;;;;;;92.26;35029.0;[1];2014;82.0;31696.9462698106;[19];;30938.221751722114;14491.27;;89.65282454836378;;1.65;1.44;;2.24;2004.0;http://www.urbanaudit.org;;79.007;0.0;Mountains;42.9;2008;survey (ref??) http://www.telegraph.co.uk/motoring/news/3122428/Birmingham-worst-place-for-commuting-survey.html;1.99;1.92;2.32;2009;AGMA Association of Greater Manchester Authority, Update Report May 2010, https://www.google.fr/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwj9pP_ni-PUAhUMB8AKHZiiCHYQFggiMAA&url=http%3A%2F%2Fwww.manchester.gov.uk%2Fdownload%2Fdownloads%2Fid%2F14074%2Fgm_strategic_housing_market_assessment_shma_update_may_2010.pdf&usg=AFQjCNEDN9v51JM_Z_StiuQjckb6G_WpvQ;;82.0;39.0;6.7;9.9%;39;0.38;0.01;68%;79%;52.0;73.0;22.0;25.0;103.0;125.0;63.0;37.0;100.0;76.0;68.59;57.0;RA;Greater Manchester Urban Area;513.75;556.4375;619.875;1155.6875;1191.5625;1248.3125;0.307738384935044;0.318328089244851;0.33180556020206803;0.6922616150649541;0.6816719107551491;0.668194439797932;336.69987777681;4293.2338418773;465.270862418396;3489.2842169264195;387.76041460924597;3605.30173754292;10550000000.0;40990000000.0;0.26;0.0181362582;0.026046306800000002;0.0240104197;;;;1.0;;;;1.0;;;;0.0;1.0;1.0
Piacenza;Comune di Piacenza;;;;;;Administrative boundary of a local government;;;;2016;;CDP;tCO2;1990;Other;CO2;"The SEAP consists of two parts: 1. The emissions inventory base (EIB), which provides information about the energy consumption of the township, on current and future CO2 emissions, calculated using the conversion factors listed in the guidelines of the European Commission, quantifies the amount of CO2 down, identify problems and opportunities for sustainable energy development of the territory and potential in relation to the exploitation of renewable energy sources. Year taken as reference for calculations is 1990, in which the total CO2 emissions in the municipality of Piacenza amounted to 615,452 tons. Following the guidelines of the EU total emissions have been separated the quantities resulting from industrial / commercial and the relative proportion of mobility on the same highway as Admiral. The Town Council has no direct powers. Therefore, emissions from sectors which Admiral. They can hack through their regulatory instruments / regulations and their initiatives / incentives (Municipality as Consumer, Construction and Urban Planning, Mobility and Transport, Agriculture and Forestry, Waste Management, Strategic Planning, Communication and Information) amounted to 284,462 tons., as the basis on which to calculate the amount to be cut down to move in 2020 to a value of at least 20% lower than in 1990. In 2020, CO2 emissions from the sectors mentioned above correspond without corrective action to 338,259 tons. The set of actions that will be put in place will generate savings of 111,926 tons to 226,333 tons, bringing this value. equal to the value of 1990 decreased by 20.4%. Also in the SEAP were also included actions whose effects can not be quantified in terms of numbers but will also contribute to the achievement / improvement of the result. 2. The Action Plan (SEAP), which identifies a set of actions that the Administration intends to pursue in order to achieve the CO2 reduction defined in the EIB. 
The Action Plan is the instrument through which the municipality intends to achieve the goal of reduction of 111,926 tons. CO2 emissions in 2020. E 'was structured by defining n. 8 sectors of intervention for each specific actions are identified (n. 25) outlined in tabs that slope down detailed rules for implementation and the resources that the Town Council intends to put in place.";;;;615452.0;;D;;;;;;;;;45.0519969,9.6926451;https://en.wikipedia.org/wiki/Piacenza;Italy;Europe;102269.0;2014.0;;;;;;;;100413.0;2012;https://en.wikipedia.org/wiki/Piacenza#cite_note-1;;;;;;;118.0;;;;118.46;;https://en.wikipedia.org/wiki/Piacenza;;;;;;61.0;11.8;;;;1909;51;;;;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;2.01;2.14;2.1;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;958.0;6.0;1.2;2.9%;;;;;;;;;;;;;;;;;;;Comune di Piacenza Urban Area;38.9375;39.25;42.5625;40.125;43.1875;46.25;0.49249011857707503;0.47611827141774105;0.479239971850808;0.5075098814229251;0.523881728582259;0.5207600281491911;300.514610661516;3453.7009792874;237.542373278244;2354.43064679423;229.640777459525;2408.287555509;68000000.0;7800000000.0;0.01;0.011383130900000002;0.015145862400000001;0.015113059100000001;;;;1.0;;;;0.0;;;;0.0;;0.0
